id,front,back,tag,deck
v500-reg-069,apreciar,care for,verbs>regular500,verbs
v500-reg-070,cargar,charge,verbs>regular500,verbs
v500-reg-071,cometer,commit,verbs>regular500,verbs
v500-reg-072,aprobar,make it,verbs>regular500,verbs
v500-reg-073,denunciar,report,verbs>regular500,verbs
v500-reg-074,comentar,comment,verbs>regular500,verbs
v500-reg-075,contratar,contract,verbs>regular500,verbs
v500-reg-076,describir,describe,verbs>regular500,verbs
v500-reg-077,aportar,put up,verbs>regular500,verbs
v500-reg-078,colocar,place,verbs>regular500,verbs
v500-reg-079,aguantar,last out,verbs>regular500,verbs
v500-reg-080,ahorrar,save,verbs>regular500,verbs
v500-reg-081,borrar,off,verbs>regular500,verbs
v500-reg-082,conservar,keep up,verbs>regular500,verbs
v500-reg-083,colaborar,get together,verbs>regular500,verbs
v500-reg-084,afectar,affect,verbs>regular500,verbs
v500-reg-085,ampliar,amplify,verbs>regular500,verbs
v500-reg-086,comparar,compare,verbs>regular500,verbs
v500-reg-087,contener,contain,verbs>regular500,verbs
v500-reg-088,cenar,dine,verbs>regular500,verbs
v500-reg-089,consultar,consult,verbs>regular500,verbs
v500-reg-090,conectar,connect,verbs>regular500,verbs
v500-reg-091,agradecer,thank,verbs>regular500,verbs
v500-reg-092,corregir,correct,verbs>regular500,verbs
v500-reg-093,afirmar,say,verbs>regular500,verbs
v500-reg-094,acordar,square up,verbs>regular500,verbs
v500-reg-095,acudir,proceed,verbs>regular500,verbs
v500-reg-096,abordar,address,verbs>regular500,verbs
v500-reg-097,bloquear,block,verbs>regular500,verbs
v500-reg-098,brindar,put up,verbs>regular500,verbs
v500-reg-099,contactar,touch,verbs>regular500,verbs
v500-reg-100,cancelar,cancel,verbs>regular500,verbs
v500-reg-101,conquistar,conquer,verbs>regular500,verbs
v500-reg-102,desear,want,verbs>regular500,verbs
v500-reg-103,anunciar,announce,verbs>regular500,verbs
v500-reg-104,curar,cure,verbs>regular500,verbs
v500-reg-105,agarrar,grab,verbs>regular500,verbs
v500-reg-106,alimentar,feed,verbs>regular500,verbs
v500-reg-107,citar,cite,verbs>regular500,verbs
v500-reg-108,comunicar,communicate,verbs>regular500,verbs
v500-reg-109,afrontar,face,verbs>regular500,verbs
v500-reg-110,armar,arm,verbs>regular500,verbs
v500-reg-111,cesar,end,verbs>regular500,verbs
v500-reg-112,concluir,conclude,verbs>regular500,verbs
v500-reg-113,consumir,consume,verbs>regular500,verbs
v500-reg-114,arrancar,start,verbs>regular500,verbs
v500-reg-115,calcular,calculate,verbs>regular500,verbs
v500-reg-116,administrar,administer,verbs>regular500,verbs
v500-reg-117,ceder,give way,verbs>regular500,verbs
v500-reg-118,conversar,converse,verbs>regular500,verbs
v500-reg-119,debatir,debate,verbs>regular500,verbs
v500-reg-120,capturar,capture,verbs>regular500,verbs
v500-reg-121,dedicar,pay,verbs>regular500,verbs
v500-reg-122,depender,depend,verbs>regular500,verbs
v500-reg-123,confundir,take in,verbs>regular500,verbs
v500-reg-124,convocar,call,verbs>regular500,verbs
v500-reg-125,copiar,copy,verbs>regular500,verbs
v500-reg-126,culpar,charge,verbs>regular500,verbs
v500-reg-127,asesinar,off,verbs>regular500,verbs
v500-reg-128,avisar,send word,verbs>regular500,verbs
v500-reg-129,callar,close up,verbs>regular500,verbs
v500-reg-130,captar,capture,verbs>regular500,verbs
v500-reg-131,casar,couple,verbs>regular500,verbs
v500-reg-132,cultivar,cultivate,verbs>regular500,verbs
v500-reg-133,castigar,correct,verbs>regular500,verbs
v500-reg-134,apostar,place,verbs>regular500,verbs
v500-reg-135,compensar,compensate,verbs>regular500,verbs
v500-reg-136,derrotar,get the better of,verbs>regular500,verbs
v500-reg-137,activar,root on,verbs>regular500,verbs
v500-reg-138,atravesar,get over,verbs>regular500,verbs
v500-reg-139,acusar,charge,verbs>regular500,verbs
v500-reg-140,ajustar,line up,verbs>regular500,verbs
v500-reg-141,alterar,alter,verbs>regular500,verbs
v500-reg-142,clasificar,class,verbs>regular500,verbs
v500-reg-143,consolidar,consolidate,verbs>regular500,verbs
v500-reg-144,desayunar,breakfast,verbs>regular500,verbs
v500-reg-145,anular,set off,verbs>regular500,verbs
v500-reg-146,besar,kiss,verbs>regular500,verbs
v500-reg-147,confesar,confess,verbs>regular500,verbs
v500-reg-148,contemplar,contemplate,verbs>regular500,verbs
v500-reg-149,cuestionar,question,verbs>regular500,verbs
v500-reg-150,aliviar,still,verbs>regular500,verbs
v500-reg-151,colgar,post,verbs>regular500,verbs
v500-reg-152,acelerar,get going,verbs>regular500,verbs
v500-reg-153,anotar,set down,verbs>regular500,verbs
v500-reg-154,calmar,still,verbs>regular500,verbs
v500-reg-155,alquilar,let,verbs>regular500,verbs
v500-reg-156,arruinar,fuck up,verbs>regular500,verbs
v500-reg-157,condenar,condemn,verbs>regular500,verbs
v500-reg-158,apuntar,show,verbs>regular500,verbs
v500-reg-159,coincidir,check,verbs>regular500,verbs
v500-reg-160,adivinar,guess,verbs>regular500,verbs
v500-reg-161,conceder,concede,verbs>regular500,verbs
v500-reg-162,demandar,demand,verbs>regular500,verbs
v500-reg-163,atrapar,set up,verbs>regular500,verbs
v500-reg-164,calentar,sex,verbs>regular500,verbs
v500-reg-165,calificar,mark,verbs>regular500,verbs
v500-reg-166,charlar,chat,verbs>regular500,verbs
v500-reg-167,arriesgar,game,verbs>regular500,verbs
v500-reg-168,combinar,combine,verbs>regular500,verbs
v500-reg-169,contrarrestar,set off,verbs>regular500,verbs
v500-reg-170,animar,fan,verbs>regular500,verbs
v500-reg-171,beneficiar,benefit,verbs>regular500,verbs
v500-reg-172,descartar,rule out,verbs>regular500,verbs
v500-reg-173,almacenar,store,verbs>regular500,verbs
v500-reg-174,constituir,constitute,verbs>regular500,verbs
v500-reg-175,criar,cover,verbs>regular500,verbs
v500-reg-176,adaptar,adapt,verbs>regular500,verbs
v500-reg-177,adelantar,advance,verbs>regular500,verbs
v500-reg-178,chupar,take up,verbs>regular500,verbs
v500-reg-179,convivir,live together,verbs>regular500,verbs
v500-reg-180,derribar,down,verbs>regular500,verbs
v500-reg-181,advertir,name,verbs>regular500,verbs
v500-reg-182,aspirar,aspire,verbs>regular500,verbs
v500-reg-183,admirar,look up to,verbs>regular500,verbs
v500-reg-184,albergar,house,verbs>regular500,verbs
v500-reg-185,apretar,force,verbs>regular500,verbs
v500-reg-186,cursar,study,verbs>regular500,verbs
v500-reg-187,abrazar,adopt,verbs>regular500,verbs
v500-reg-188,alentar,encourage,verbs>regular500,verbs
v500-reg-189,arrojar,throw,verbs>regular500,verbs
v500-reg-190,ascender,move up,verbs>regular500,verbs
v500-reg-191,abusar,abuse,verbs>regular500,verbs
v500-reg-192,descender,come,verbs>regular500,verbs
v500-reg-193,apelar,appeal,verbs>regular500,verbs
v500-reg-194,deducir,work out,verbs>regular500,verbs
v500-reg-195,conmemorar,remember,verbs>regular500,verbs
v500-reg-196,absorber,take up,verbs>regular500,verbs
v500-reg-197,articular,articulate,verbs>regular500,verbs
v500-reg-198,conformar,conform to,verbs>regular500,verbs
v500-reg-199,acoger,take in,verbs>regular500,verbs
v500-reg-200,acumular,take in,verbs>regular500,verbs
v500-reg-201,concretar,finalize,verbs>regular500,verbs
v500-reg-202,contraer,contract,verbs>regular500,verbs
v500-reg-203,alejar,move away,verbs>regular500,verbs
v500-reg-204,derrocar,overthrow,verbs>regular500,verbs
v500-reg-205,arrestar,arrest,verbs>regular500,verbs
v500-reg-206,chocar,hit,verbs>regular500,verbs
v500-reg-207,brillar,shine,verbs>regular500,verbs
v500-reg-208,asignar,assign,verbs>regular500,verbs
v500-reg-209,asustar,scare,verbs>regular500,verbs
v500-reg-210,depositar,deposit,verbs>regular500,verbs
v500-reg-211,arrastrar,drag,verbs>regular500,verbs
v500-reg-212,complacer,please,verbs>regular500,verbs
v500-reg-213,comprometer,compromise,verbs>regular500,verbs
v500-reg-214,descifrar,decipher,verbs>regular500,verbs
v500-reg-215,acreditar,credit,verbs>regular500,verbs
v500-reg-216,adelgazar,lose weight,verbs>regular500,verbs
v500-reg-217,aplaudir,applaud,verbs>regular500,verbs
v500-reg-218,argumentar,argue,verbs>regular500,verbs
v500-reg-219,acomodar,accommodate,verbs>regular500,verbs
v500-reg-220,aislar,isolate,verbs>regular500,verbs
v500-reg-221,concentrar,concentrate,verbs>regular500,verbs
v500-reg-222,configurar,configure,verbs>regular500,verbs
v500-reg-223,asimilar,take in,verbs>regular500,verbs
v500-reg-224,concebir,imagine,verbs>regular500,verbs
v500-reg-225,coser,run up,verbs>regular500,verbs
v500-reg-226,censurar,call down,verbs>regular500,verbs
v500-reg-227,complementar,supplement,verbs>regular500,verbs
v500-reg-228,anochecer,benight,verbs>regular500,verbs
v500-reg-229,arder,fire,verbs>regular500,verbs
v500-reg-230,batir,beat,verbs>regular500,verbs
v500-reg-231,constatar,check,verbs>regular500,verbs
v500-reg-232,alzar,put up,verbs>regular500,verbs
v500-reg-233,aparentar,look,verbs>regular500,verbs
v500-reg-234,derivar,draw,verbs>regular500,verbs
v500-reg-235,desafiar,front,verbs>regular500,verbs
v500-reg-236,desconectar,disconnect,verbs>regular500,verbs
v500-reg-237,abarcar,cross,verbs>regular500,verbs
v500-reg-238,alegar,say,verbs>regular500,verbs
v500-reg-239,desconocer,ignore,verbs>regular500,verbs
v500-reg-240,apartar,come off,verbs>regular500,verbs
v500-reg-241,aplastar,press out,verbs>regular500,verbs
v500-reg-242,desbloquear,free,verbs>regular500,verbs
v500-reg-243,asociar,link,verbs>regular500,verbs
v500-reg-244,canalizar,channel,verbs>regular500,verbs
v500-reg-245,alojar,house,verbs>regular500,verbs
v500-reg-246,centrar,center,verbs>regular500,verbs
v500-reg-247,debilitar,drain,verbs>regular500,verbs
v500-reg-248,decorar,deck,verbs>regular500,verbs
v500-reg-249,abonar,pay,verbs>regular500,verbs
v500-reg-250,asaltar,set on,verbs>regular500,verbs
v500-reg-251,congelar,cool,verbs>regular500,verbs
v500-reg-252,consentir,give in,verbs>regular500,verbs
v500-reg-253,atribuir,credit,verbs>regular500,verbs
v500-reg-254,aconsejar,recommend,verbs>regular500,verbs
v500-reg-255,capacitar,enable,verbs>regular500,verbs
v500-reg-256,comparecer,appear,verbs>regular500,verbs
v500-reg-257,alargar,draw out,verbs>regular500,verbs
v500-reg-258,clavar,center,verbs>regular500,verbs
v500-reg-259,corresponder,correspond,verbs>regular500,verbs
v500-reg-260,cosechar,harvest,verbs>regular500,verbs
v500-reg-261,costear,pick,verbs>regular500,verbs
v500-reg-262,denominar,name,verbs>regular500,verbs
v500-reg-263,derramar,run out,verbs>regular500,verbs
v500-reg-264,desestabilizar,destabilize,verbs>regular500,verbs
v500-reg-265,abastecer,provide,verbs>regular500,verbs
v500-reg-266,acampar,camp,verbs>regular500,verbs
v500-reg-267,barrer,brush,verbs>regular500,verbs
v500-reg-268,derogar,strike down,verbs>regular500,verbs
v500-reg-269,desacreditar,disgrace,verbs>regular500,verbs
v500-reg-270,adorar,love,verbs>regular500,verbs
v500-reg-271,bombardear,beat,verbs>regular500,verbs
v500-reg-272,abolir,abolish,verbs>regular500,verbs
v500-reg-273,concurrir,go with,verbs>regular500,verbs
v500-reg-274,corroborar,corroborate,verbs>regular500,verbs
v500-reg-275,agrupar,group,verbs>regular500,verbs
v500-reg-276,complicar,complicate,verbs>regular500,verbs
v500-reg-277,desconfiar,suspect,verbs>regular500,verbs
v500-reg-278,burlar,beat,verbs>regular500,verbs
v500-reg-279,carecer,want,verbs>regular500,verbs
v500-reg-280,comerciar,trade,verbs>regular500,verbs
v500-reg-281,culminar,culminate,verbs>regular500,verbs
v500-reg-282,agotar,play out,verbs>regular500,verbs
v500-reg-283,comercializar,trade,verbs>regular500,verbs
v500-reg-284,concienciar,sensitize,verbs>regular500,verbs
v500-reg-285,constar,consist,verbs>regular500,verbs
v500-reg-286,acertar,hit,verbs>regular500,verbs
v500-reg-287,agitar,call down,verbs>regular500,verbs
v500-reg-288,anticipar,anticipate,verbs>regular500,verbs
v500-reg-289,confrontar,confront,verbs>regular500,verbs
v500-reg-290,demorar,hold up,verbs>regular500,verbs
v500-reg-291,acostar,bed,verbs>regular500,verbs
v500-reg-292,botar,launch,verbs>regular500,verbs
v500-reg-293,contrastar,contrast,verbs>regular500,verbs
v500-reg-294,bromear,kid,verbs>regular500,verbs
v500-reg-295,acariciar,stroke,verbs>regular500,verbs
v500-reg-296,afianzar,buttress,verbs>regular500,verbs
v500-reg-297,agradar,like,verbs>regular500,verbs
v500-reg-298,desarmar,disarm,verbs>regular500,verbs
v500-reg-299,desatar,come off,verbs>regular500,verbs
v500-reg-300,desencadenar,set off,verbs>regular500,verbs
v500-reg-301,acosar,harass,verbs>regular500,verbs
v500-reg-302,colapsar,collapse,verbs>regular500,verbs
v500-reg-303,delegar,delegate,verbs>regular500,verbs
v500-reg-304,alertar,alert,verbs>regular500,verbs
v500-reg-305,atajar,block,verbs>regular500,verbs
v500-reg-306,desechar,throw out,verbs>regular500,verbs
v500-reg-307,cavar,dig,verbs>regular500,verbs
v500-reg-308,debutar,debut,verbs>regular500,verbs
v500-reg-309,desembarcar,land,verbs>regular500,verbs
v500-reg-310,acarrear,haul,verbs>regular500,verbs
v500-reg-311,demoler,destroy,verbs>regular500,verbs
v500-reg-312,desfilar,parade,verbs>regular500,verbs
v500-reg-313,basar,base,verbs>regular500,verbs
v500-reg-314,defraudar,defraud,verbs>regular500,verbs
v500-reg-315,arrasar,level,verbs>regular500,verbs
v500-reg-316,certificar,certify,verbs>regular500,verbs
v500-reg-317,descuidar,neglect,verbs>regular500,verbs
v500-reg-318,ahondar,deepen,verbs>regular500,verbs
v500-reg-319,catalogar,catalogue,verbs>regular500,verbs
v500-reg-320,acometer,undertake,verbs>regular500,verbs
v500-reg-321,aniquilar,nuke,verbs>regular500,verbs
v500-reg-322,atropellar,run over,verbs>regular500,verbs
v500-reg-323,boicotear,boycott,verbs>regular500,verbs
v500-reg-324,caracterizar,qualify,verbs>regular500,verbs
v500-reg-325,cansar,try,verbs>regular500,verbs
v500-reg-326,coleccionar,collect,verbs>regular500,verbs
v500-reg-327,confeccionar,confection,verbs>regular500,verbs
v500-reg-328,contaminar,contaminate,verbs>regular500,verbs
v500-reg-329,contradecir,misrepresent,verbs>regular500,verbs
v500-reg-330,acallar,hush up,verbs>regular500,verbs
v500-reg-331,aflojar,loose,verbs>regular500,verbs
v500-reg-332,aplazar,put over,verbs>regular500,verbs
v500-reg-333,aburrir,tire,verbs>regular500,verbs
v500-reg-334,adecuar,fit,verbs>regular500,verbs
v500-reg-335,bendecir,sign,verbs>regular500,verbs
v500-reg-336,concertar,concert,verbs>regular500,verbs
v500-reg-337,decepcionar,fall short of,verbs>regular500,verbs
v500-reg-338,desembocar,flow off,verbs>regular500,verbs
v500-reg-339,adornar,grace,verbs>regular500,verbs
v500-reg-340,alegrar,joy,verbs>regular500,verbs
v500-reg-341,capitalizar,capitalize,verbs>regular500,verbs
v500-reg-342,decretar,decree,verbs>regular500,verbs
v500-reg-343,apaciguar,still,verbs>regular500,verbs
v500-reg-344,apurar,worry,verbs>regular500,verbs
v500-reg-345,arrebatar,transport,verbs>regular500,verbs
v500-reg-346,conspirar,conspire,verbs>regular500,verbs
v500-reg-347,corromper,corrupt,verbs>regular500,verbs
v500-reg-348,desenmascarar,unmask,verbs>regular500,verbs
v500-reg-349,catar,try,verbs>regular500,verbs
v500-reg-350,delimitar,define,verbs>regular500,verbs
v500-reg-351,consolar,console,verbs>regular500,verbs
v500-reg-352,acostumbrar,accustom,verbs>regular500,verbs
v500-reg-353,colar,separate out,verbs>regular500,verbs
v500-reg-354,atenuar,break,verbs>regular500,verbs
v500-reg-355,bucear,skin-dive,verbs>regular500,verbs
v500-reg-356,codificar,work out,verbs>regular500,verbs
v500-reg-357,afinar,down,verbs>regular500,verbs
v500-reg-358,agravar,decline,verbs>regular500,verbs
v500-reg-359,arribar,get in,verbs>regular500,verbs
v500-reg-360,ahuyentar,shoo,verbs>regular500,verbs
v500-reg-361,depurar,rack,verbs>regular500,verbs
v500-reg-362,descontar,allow,verbs>regular500,verbs
v500-reg-363,acontecer,go on,verbs>regular500,verbs
v500-reg-364,colonizar,colonize,verbs>regular500,verbs
v500-reg-365,coronar,top,verbs>regular500,verbs
v500-reg-366,declinar,decline,verbs>regular500,verbs
v500-reg-367,chillar,bitch,verbs>regular500,verbs
v500-reg-368,contagiar,communicate,verbs>regular500,verbs
v500-reg-369,condicionar,condition,verbs>regular500,verbs
v500-reg-370,alardear,gas,verbs>regular500,verbs
v500-reg-371,armonizar,proportion,verbs>regular500,verbs
v500-reg-372,avivar,get going,verbs>regular500,verbs
v500-reg-373,amamantar,suck,verbs>regular500,verbs
v500-reg-374,amarrar,catch,verbs>regular500,verbs
v500-reg-375,avalar,underwrite,verbs>regular500,verbs
v500-reg-376,bastar,answer,verbs>regular500,verbs
v500-reg-377,decaer,decay,verbs>regular500,verbs
v500-reg-378,adjudicar,lot,verbs>regular500,verbs
v500-reg-379,descalificar,disqualify,verbs>regular500,verbs
v500-reg-380,coexistir,coexist,verbs>regular500,verbs
v500-reg-381,consistir,consist,verbs>regular500,verbs
v500-reg-382,abogar,advocate,verbs>regular500,verbs
v500-reg-383,asentar,set down,verbs>regular500,verbs
v500-reg-384,derrumbar,demolish,verbs>regular500,verbs
v500-reg-385,alternar,alternate,verbs>regular500,verbs
v500-reg-386,aludir,name,verbs>regular500,verbs
v500-reg-387,cuadrar,even up,verbs>regular500,verbs
v500-reg-388,degustar,try,verbs>regular500,verbs
v500-reg-389,ahorcar,halter,verbs>regular500,verbs
v500-reg-390,atracar,dock,verbs>regular500,verbs
v500-reg-391,balancear,balance,verbs>regular500,verbs
v500-reg-392,acentuar,point up,verbs>regular500,verbs
v500-reg-393,amasar,knead,verbs>regular500,verbs
v500-reg-394,clausurar,close up,verbs>regular500,verbs
v500-reg-395,adherir,adhere,verbs>regular500,verbs
v500-reg-396,brotar,well,verbs>regular500,verbs
v500-reg-397,confiscar,confiscate,verbs>regular500,verbs
v500-reg-398,denegar,deny,verbs>regular500,verbs
v500-reg-399,desalentar,put off,verbs>regular500,verbs
v500-reg-400,desenterrar,exhume,verbs>regular500,verbs
v500-reg-401,abatir,down,verbs>regular500,verbs
v500-reg-402,bombear,pump,verbs>regular500,verbs
v500-reg-403,degradar,degrade,verbs>regular500,verbs
v500-reg-404,azotar,worst,verbs>regular500,verbs
v500-reg-405,calar,stall,verbs>regular500,verbs
v500-reg-406,avergonzar,shame,verbs>regular500,verbs
v500-reg-407,bordar,embroider,verbs>regular500,verbs
v500-reg-408,contraatacar,counterattack,verbs>regular500,verbs
v500-reg-409,acrecentar,run up,verbs>regular500,verbs
v500-reg-410,afilar,point,verbs>regular500,verbs
v500-reg-411,comprimir,contract,verbs>regular500,verbs
v500-reg-412,contabilizar,factor,verbs>regular500,verbs
v500-reg-413,delinear,streamline,verbs>regular500,verbs
v500-reg-414,denotar,mean,verbs>regular500,verbs
v500-reg-415,abdicar,abnegate,verbs>regular500,verbs
v500-reg-416,apuntalar,land,verbs>regular500,verbs
v500-reg-417,deambular,range,verbs>regular500,verbs
v500-reg-418,consagrar,order,verbs>regular500,verbs
v500-reg-419,brincar,bound off,verbs>regular500,verbs
v500-reg-420,descomponer,break up,verbs>regular500,verbs
v500-reg-421,comportar,mean,verbs>regular500,verbs
v500-reg-422,abreviar,abbreviate,verbs>regular500,verbs
v500-reg-423,cotejar,collate,verbs>regular500,verbs
v500-reg-424,amortiguar,buffer,verbs>regular500,verbs
v500-reg-425,consignar,record,verbs>regular500,verbs
v500-reg-426,adjuntar,attach,verbs>regular500,verbs
v500-reg-427,alumbrar,light,verbs>regular500,verbs
v500-reg-428,anexar,annex,verbs>regular500,verbs
v500-reg-429,consumar,consummate,verbs>regular500,verbs
v500-reg-430,aguardar,look,verbs>regular500,verbs
v500-reg-431,concordar,concord,verbs>regular500,verbs
v500-reg-432,desesperar,despair,verbs>regular500,verbs
v500-reg-433,absolver,free,verbs>regular500,verbs
v500-reg-434,aflorar,crop out,verbs>regular500,verbs
v500-reg-435,amortizar,amortize,verbs>regular500,verbs
v500-reg-436,asomar,appear,verbs>regular500,verbs
v500-reg-437,aterrorizar,awe,verbs>regular500,verbs
v500-reg-438,cautivar,transport,verbs>regular500,verbs
v500-reg-439,desaprobar,forbid,verbs>regular500,verbs
v500-reg-440,colmar,fill,verbs>regular500,verbs
v500-reg-441,apresurar,speed,verbs>regular500,verbs
v500-reg-442,arbitrar,arbitrate,verbs>regular500,verbs
v500-reg-443,aventar,winnow,verbs>regular500,verbs
v500-reg-444,cifrar,code,verbs>regular500,verbs
v500-reg-445,converger,converge,verbs>regular500,verbs
v500-reg-446,amparar,shelter,verbs>regular500,verbs
v500-reg-447,conmover,impact,verbs>regular500,verbs
v500-reg-448,crujir,crunch,verbs>regular500,verbs
v500-reg-449,delatar,shit,verbs>regular500,verbs
v500-reg-450,derrochar,run off,verbs>regular500,verbs
v500-reg-451,cumplimentar,call,verbs>regular500,verbs
v500-reg-452,categorizar,categorize,verbs>regular500,verbs
v500-reg-453,cercar,wall,verbs>regular500,verbs
v500-reg-454,asentir,allow,verbs>regular500,verbs
v500-reg-455,asfixiar,put out,verbs>regular500,verbs
v500-reg-456,deformar,deform,verbs>regular500,verbs
v500-reg-457,achicar,dwarf,verbs>regular500,verbs
v500-reg-458,confluir,converge,verbs>regular500,verbs
v500-reg-459,cuajar,clot,verbs>regular500,verbs
v500-reg-460,deprimir,cast down,verbs>regular500,verbs
v500-reg-461,alarmar,alarm,verbs>regular500,verbs
v500-reg-462,aventurar,game,verbs>regular500,verbs
v500-reg-463,conjurar,call down,verbs>regular500,verbs
v500-reg-464,contender,contend,verbs>regular500,verbs
v500-reg-465,danzar,dance,verbs>regular500,verbs
v500-reg-466,crucificar,crucify,verbs>regular500,verbs
v500-reg-467,deleitar,enjoy,verbs>regular500,verbs
v500-reg-468,desbordar,crowd,verbs>regular500,verbs
v500-reg-469,castrar,fix,verbs>regular500,verbs
v500-reg-470,decapitar,decapitate,verbs>regular500,verbs
v500-reg-471,ablandar,soft-pedal,verbs>regular500,verbs
v500-reg-472,batear,bat,verbs>regular500,verbs
v500-reg-473,conferir,confer,verbs>regular500,verbs
v500-reg-474,claudicar,give in,verbs>regular500,verbs
v500-reg-475,adicionar,add,verbs>regular500,verbs
v500-reg-476,cebar,fat,verbs>regular500,verbs
v500-reg-477,cortejar,court,verbs>regular500,verbs
v500-reg-478,curiosear,rubberneck,verbs>regular500,verbs
v500-reg-479,acoplar,couple,verbs>regular500,verbs
v500-reg-480,atesorar,value,verbs>regular500,verbs
v500-reg-481,atormentar,torture,verbs>regular500,verbs
v500-reg-482,cepillar,brush,verbs>regular500,verbs
v500-reg-483,descarrilar,reel off,verbs>regular500,verbs
v500-reg-484,desenredar,comb,verbs>regular500,verbs
v500-reg-485,cegar,blind,verbs>regular500,verbs
v500-reg-486,computar,work out,verbs>regular500,verbs
v500-reg-487,deletrear,write,verbs>regular500,verbs
v500-reg-488,asombrar,surprise,verbs>regular500,verbs
v500-reg-489,anhelar,long,verbs>regular500,verbs
v500-reg-490,condensar,sum up,verbs>regular500,verbs
v500-reg-491,descongelar,free,verbs>regular500,verbs
v500-reg-492,abundar,abound,verbs>regular500,verbs
v500-reg-493,adulterar,fake,verbs>regular500,verbs
v500-reg-494,aullar,bay,verbs>regular500,verbs
v500-reg-495,colisionar,hit,verbs>regular500,verbs
v500-reg-496,acechar,spot,verbs>regular500,verbs
v500-reg-497,acorralar,set up,verbs>regular500,verbs
v500-reg-498,condimentar,season,verbs>regular500,verbs
v500-reg-499,agudizar,point,verbs>regular500,verbs
v500-reg-500,cristalizar,crystallize,verbs>regular500,verbs
